user,author_login,committer_login
None,24699,3772
Villemoes,57,3772
Villemoes,57,3772
Villemoes,57,3772
None,24699,3772
None,24699,3772
vaverin,7,3772
masahir0y,495,3772
masahir0y,495,3772
masahir0y,495,3772
masahir0y,495,3772
masahir0y,495,3772
masahir0y,495,3772
masahir0y,495,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
baruchsiach,11,3772
None,24699,3772
None,24699,3772
akpm00,12,3772
axboe,246,1195
mpe,86,1021
None,24699,10749
KelseySkunberg,27,3
KelseySkunberg,27,3
pjvuuren,30,7902
None,24699,7902
lucaceresoli,18,7902
qsn,7,7902
None,24699,7902
jmberg,171,7902
ffainelli,169,7902
yuchungcheng,18,7902
groeck,158,856
longlimsft,17,16
longlimsft,17,16
lkundrak,108,153
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
masneyb,79,145
None,24699,10749
borkmann,165,911
borkmann,165,911
borkmann,165,911
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
laoar,19,3772
laoar,19,3772
None,24699,3772
laoar,19,3772
None,24699,3772
None,24699,3772
vwool,13,3772
vwool,13,3772
vwool,13,3772
vwool,13,3772
laoar,19,3772
None,24699,3772
tkhai,22,3772
amir73il,50,3772
None,24699,3772
None,24699,3772
None,24699,3772
davidhildenbrand,69,3772
davidhildenbrand,69,3772
davidhildenbrand,69,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
josefbacik,119,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
johnhubbard,17,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
hnaz,30,3772
hnaz,30,3772
hnaz,30,3772
hnaz,30,3772
hnaz,30,3772
hnaz,30,3772
laoar,19,3772
None,24699,3772
laoar,19,3772
laoar,19,3772
None,24699,3772
cailca,94,3772
None,24699,3772
weiny2,19,3772
weiny2,19,3772
tkhai,22,3772
tkhai,22,3772
tkhai,22,3772
tkhai,22,3772
tehcaster,18,3772
None,24699,3772
xzpeter,20,3772
None,24699,3772
laoar,19,3772
cailca,94,3772
None,24699,3772
lrq-max,33,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
PhilPotter,4,3772
josephhz,3,3772
None,24699,3772
cyrillos,6,3772
None,24699,3772
djbw,91,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
masahir0y,495,401
None,24699,10749
None,24699,10749
ChaitanayaKulkarni,26,5
minwooim,27,18
minwooim,27,18
None,24699,10749
wadosm,1,837
torvalds,2374,3772
masahir0y,495,401
None,24699,401
masahir0y,495,401
masneyb,79,145
notro,78,76
notro,78,76
notro,78,76
groeck,158,248
groeck,158,248
groeck,158,248
groeck,158,248
groeck,158,248
jiada-wang,14,4
ykaneko,36,32
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
mannams,10,4
None,24699,10749
dlezcano,35,121
dlezcano,35,121
dlezcano,35,121
dlezcano,35,121
jiada-wang,14,4
jiada-wang,14,4
groeck,158,248
jeff-dagenais,6,2
jeff-dagenais,6,2
ndreys,195,106
None,24699,10749
None,24699,10749
None,24699,10749
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
yishaih,43,1036
yishaih,43,1036
chleroy,258,1021
None,24699,20
wildea01,72,205
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
ideak,71,74
None,24699,205
None,24699,205
None,24699,10749
gentoo-root,1,391
lcp,4,911
lcp,4,911
None,24699,346
None,24699,346
None,24699,346
None,24699,346
masneyb,79,339
masneyb,79,339
masneyb,79,339
shcgit,17,339
None,24699,339
eballetbo,68,339
eballetbo,68,339
eballetbo,68,339
andy-shev,382,339
charleskeepax,80,339
neuschaefer,59,339
TE-N-ShengjiuWang,39,339
murpdj72,57,339
BaochengSu,3,339
None,24699,339
dagmcr,10,339
wens,102,339
arndb,686,339
binbinwu1,2,339
None,24699,339
None,24699,339
eballetbo,68,339
Pandeyajit,1,339
rfvirgil,16,339
ambarus,87,339
None,24699,339
None,24699,339
mripard,287,339
TonyXie06,5,339
rskadam,3,339
claudiubeznea,47,339
claudiubeznea,47,339
metux,84,339
QSchulz,4,339
tmlind,227,339
None,24699,339
None,24699,339
lag-linaro,31,339
None,24699,10749
peterisr,1,133
skeggsb,70,133
skeggsb,70,133
skeggsb,70,133
skeggsb,70,133
skeggsb,70,133
skeggsb,70,133
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
idlethread,85,34
None,24699,10749
metux,84,5
TinyWindzz,42,14
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
legoater,39,93
ColinIanKing,589,93
paulusmack,27,93
paravmellanox,109,1036
jgunthorpe,164,1036
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
None,24699,1435
None,24699,1435
None,24699,1435
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
jrfastab,18,911
jrfastab,18,911
jrfastab,18,911
fomichev,151,911
None,24699,911
torvalds,2374,3772
None,24699,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
ramalingamc,56,334
None,24699,400
MJNowakowski,1,400
None,24699,145
jpoimboe,58,53
jpoimboe,58,53
None,24699,10749
None,24699,118
wildea01,72,205
montjoie,53,7902
grygoriyS,54,7902
None,24699,7902
jarodwilson,5,7902
None,24699,10749
jeromebrunet,195,7902
khayash1,18,7902
None,24699,7902
davem330,1159,7902
ynezz,25,7902
minimaxwell,66,7902
stbuehler,14,1195
None,24699,3233
None,24699,453
tomeuv,7,453
hreinecke,24,8
hreinecke,24,8
None,24699,10749
GustavoARSilva,499,158
None,24699,10749
None,24699,10749
torvalds,2374,3772
None,24699,434
torvalds,2374,3772
ickle,928,1279
ickle,928,1279
ickle,928,1279
None,24699,837
None,24699,3233
ffainelli,169,3233
None,24699,3233
None,24699,3233
msperl,18,3233
jeromebrunet,195,3233
morimoto,543,3233
morimoto,543,3233
morimoto,543,3233
morimoto,543,3233
morimoto,543,3233
None,24699,118
morimoto,543,3233
morimoto,543,3233
morimoto,543,3233
morimoto,543,3233
None,24699,3233
zhuyingjiang,19,3233
zhuyingjiang,19,3233
ranj063,37,3233
juimonen,7,3233
None,24699,3233
None,24699,3233
None,24699,3233
libinyang,6,3233
None,24699,3233
flatmax,1,3233
ranj063,37,3233
kv2019i,41,3233
plbossart,220,3233
ickle,928,1279
vsyrjala,405,411
dsd,18,7
None,24699,3233
None,24699,3233
None,24699,3233
masahir0y,495,401
cdleonard,70,51
cdleonard,70,51
vireshk,63,146
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
acpibob,23,23
SchmErik,26,26
lag-linaro,31,339
lag-linaro,31,339
None,24699,10749
davem330,1159,7902
krnowak,2,911
anakryiko,225,911
KelseySkunberg,27,911
borkmann,165,911
qmonnet,43,911
qmonnet,43,911
qmonnet,43,911
qmonnet,43,911
borkmann,165,911
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,7902
davem330,1159,7902
vladimiroltean,184,7902
vladimiroltean,184,7902
vladimiroltean,184,7902
None,24699,412
tytso,39,214
halil-pasic,17,80
halil-pasic,17,80
halil-pasic,17,80
None,24699,80
bonzini,135,80
neuschaefer,59,80
None,24699,80
gabbayo,95,118
torvalds,2374,3772
tytso,39,214
None,24699,20
dianders,101,20
None,24699,20
tytso,39,214
broonie,128,3233
hkallweit,317,7902
None,24699,7902
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
rostedt,78,295
sknsean,17,672
abuibrahim,5,672
abuibrahim,5,672
None,24699,672
None,24699,672
None,24699,672
None,24699,672
None,24699,672
ColinIanKing,589,214
None,24699,214
borkmann,165,911
lczerner,4,214
None,24699,214
None,24699,214
cpackham,45,149
hkallweit,317,7902
davem330,1159,7902
ynezz,25,7902
ynezz,25,7902
ynezz,25,7902
ynezz,25,7902
ynezz,25,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,295
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
hdeller,65,131
mmizuma,10,295
mmizuma,10,295
mmizuma,10,295
mmizuma,10,295
mmizuma,10,295
mmizuma,10,295
dtor,168,355
dtor,168,355
dtor,168,355
mpe,86,1021
torvalds,2374,3772
masahir0y,495,401
masahir0y,495,401
masahir0y,495,401
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,7902
rostedt,78,295
rostedt,78,295
None,24699,153
ADESTM,18,339
jackpot51,5,837
pmladek,45,102
torvalds,2374,3772
brauner,72,72
plbossart,220,2
vireshk,63,146
brauner,72,72
tiwai,356,837
None,24699,837
None,24699,10749
ADESTM,18,339
ADESTM,18,339
ADESTM,18,339
ADESTM,18,339
None,24699,10749
airlied,298,323
airlied,298,323
torvalds,2374,3772
torvalds,2374,3772
None,24699,400
kuba-moo,270,7902
None,24699,400
pcercuei,130,400
ffainelli,169,400
davem330,1159,7902
kuba-moo,270,7902
davem330,1159,7902
lcp,4,1
None,24699,10749
lmb,8,6
None,24699,10749
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
bjorn-helgaas,195,434
bjorn-helgaas,195,434
fredlawl,15,434
fredlawl,15,434
fredlawl,15,434
bjorn-helgaas,195,434
fredlawl,15,434
torvalds,2374,3772
torvalds,2374,3772
fredlawl,15,434
fredlawl,15,434
fredlawl,15,434
None,24699,7902
GustavoARSilva,499,7902
jwrdegoede,232,82
torvalds,2374,3772
torvalds,2374,3772
None,24699,7902
torvalds,2374,3772
chucklever,151,150
None,24699,10749
None,24699,10749
z00467499,16,8
z00467499,16,8
None,24699,10749
torvalds,2374,3772
snitm,24,169
torvalds,2374,3772
AxelLin,224,153
Tobi29,1,1
jwrdegoede,232,82
jwrdegoede,232,82
khfeng,54,13
torvalds,2374,295
None,24699,1195
None,24699,10749
None,24699,10749
None,24699,10749
kuba-moo,270,7902
rgushchin,43,26
rgushchin,43,26
rgushchin,43,26
rgushchin,43,26
None,24699,1195
None,24699,7902
davem330,1159,7902
None,24699,10749
torvalds,2374,3772
oneukum,40,7902
oneukum,40,7902
oneukum,40,7902
liuhangbin,29,7902
liuhangbin,29,7902
parbhu,1,7902
jasowang,18,7902
jasowang,18,7902
None,24699,7902
claudiu-m,26,7902
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
None,24699,10749
torvalds,2374,3772
superna9999,247,124
superna9999,247,124
ukleinek,66,124
torvalds,2374,3772
None,24699,10749
None,24699,10749
ukleinek,66,124
Anson-Huang,263,124
Anson-Huang,263,124
rgushchin,43,79
Anson-Huang,263,124
xdarklight,123,124
None,24699,124
xdarklight,123,124
None,24699,1195
masahir0y,495,401
vsyrjala,405,411
vsyrjala,405,411
mohank524,5,434
mohank524,5,434
bjorn-helgaas,195,434
MaoHan001,18,63
dsd,18,346
amir73il,50,132
danvet,241,334
fdmanana,81,767
josefbacik,119,767
dsd,18,7
dsd,18,7
dsd,18,7
mlichvar,4,3
None,24699,10749
mlankhorst,48,84
ramalingamc,56,334
ramalingamc,56,334
ramalingamc,56,334
ramalingamc,56,334
ramalingamc,56,334
ramalingamc,56,334
ummakynes,131,412
None,24699,412
None,24699,10749
elkablo,31,2
elkablo,31,2
None,24699,10749
Anson-Huang,263,201
herbertx,64,1079
None,24699,1079
herbertx,64,1079
chelsiocrypto,10,1079
chelsiocrypto,10,1079
chelsiocrypto,10,1079
chelsiocrypto,10,1079
tiwai,356,837
torvalds,2374,3772
mpe,86,1021
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
None,24699,10749
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
None,24699,10749
None,24699,10749
chaseyu,106,100
chaseyu,106,100
arter97,2,2
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
chaseyu,106,100
torvalds,2374,3772
broonie,128,3233
tiwai,356,3233
airlied,298,323
airlied,298,323
mchehab,361,7902
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
masahir0y,495,7902
None,24699,7902
None,24699,7902
torvalds,2374,3772
pjvuuren,30,7902
pjvuuren,30,7902
davem330,1159,7902
fancer,29,7902
fancer,29,7902
gabbayo,95,118
gabbayo,95,118
gabbayo,95,118
andy-shev,382,360
mschiu77,11,360
jwrdegoede,232,360
BenjaminRenz,1,360
pavelmachek,9,360
GustavoARSilva,499,360
GustavoARSilva,499,360
None,24699,360
vladimiroltean,184,7902
None,24699,10749
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
changbindu,93,57
None,24699,10749
FedericoVaga,24,24
torvalds,2374,3772
Anson-Huang,263,452
roxell,53,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
ColinIanKing,589,7902
torvalds,2374,3772
None,24699,145
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,26
torvalds,2374,3772
torvalds,2374,3772
None,24699,1879
None,24699,1879
None,24699,1879
None,24699,1879
None,24699,1879
None,24699,1879
None,24699,1879
None,24699,1879
ehristev,36,1879
ehristev,36,1879
ehristev,36,1879
None,24699,169
None,24699,169
None,24699,169
cohuck,21,47
None,24699,169
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
codomania,5,1
torvalds,2374,3772
torvalds,2374,3772
None,24699,7902
None,24699,7902
ColinIanKing,589,7902
ColinIanKing,589,7902
geertu,38,7902
dsahern,188,7902
liuhangbin,29,7902
srivatsabhat,5,295
GustavoARSilva,499,295
elazar-lb,1,295
roxell,53,295
ColinIanKing,589,295
Villemoes,57,295
TinyWindzz,42,295
mhiramat,105,295
mhiramat,105,295
mhiramat,105,295
None,24699,295
None,24699,295
jpoimboe,58,295
ickle,928,1279
ickle,928,1279
notro,78,76
pranith,1,1
tiwai,356,837
julianwiedmann,155,24
julianwiedmann,155,24
julianwiedmann,155,24
None,24699,10749
None,24699,10749
ickle,928,1279
tiwai,356,837
None,24699,10749
None,24699,10749
jonhunter,30,14
pujars,35,10
arndb,686,539
suomilewis,19,701
suomilewis,19,701
suomilewis,19,701
suomilewis,19,701
suomilewis,19,701
None,24699,10749
digetx,134,339
digetx,134,339
digetx,134,339
digetx,134,339
digetx,134,339
xzpeter,20,701
xzpeter,20,701
xzpeter,20,701
None,24699,10749
amir73il,50,13
None,24699,10749
jiazhang0,3,1
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
brgl,206,339
esmil,1,3233
jpoimboe,58,53
tyhicks,3,9
None,24699,10749
msperl,18,3233
msperl,18,3233
gabbayo,95,118
paulgortmaker,32,3233
msperl,18,3233
msperl,18,3233
msperl,18,3233
msperl,18,3233
msperl,18,3233
None,24699,3233
None,24699,837
None,24699,3233
linusw,372,3233
groeck,158,248
AxelLin,224,3233
AxelLin,224,3233
tiwai,356,837
TE-N-ShengjiuWang,39,3233
None,24699,3233
jeromebrunet,195,3233
jeromebrunet,195,3233
jeromebrunet,195,3233
jeromebrunet,195,3233
None,24699,3233
libinyang,6,3233
None,24699,3233
None,24699,3233
None,24699,3233
gabbayo,95,118
None,24699,10749
cujomalainey,18,3233
plbossart,220,3233
plbossart,220,3233
tiwai,356,3233
None,24699,10749
jackpot51,5,837
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,10749
None,24699,10749
None,24699,10749
smfrench,1,1
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
longlimsft,17,16
longlimsft,17,16
longlimsft,17,16
longlimsft,17,16
None,24699,10749
None,24699,10749
kenneth-dsouza,1,1
pcacjr,15,11
sergey-senozhatsky,9,4
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
masahir0y,495,401
davem330,1159,7902
pmladek,45,102
mchehab,361,1879
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
None,24699,10749
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
brgl,206,162
brgl,206,162
brgl,206,162
brgl,206,162
zenczykowski,11,162
None,24699,162
ColinIanKing,589,162
metux,84,162
metux,84,162
None,24699,162
GustavoARSilva,499,355
medude,33,355
Nicholas-Johnson-opensource,5,434
plbossart,220,837
torvalds,2374,3772
rosslagerwall,11,6
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
None,24699,169
None,24699,169
None,24699,169
None,24699,169
None,24699,169
None,24699,169
None,24699,169
None,24699,169
ColinIanKing,589,169
torvalds,2374,3772
GustavoARSilva,499,162
saschahauer,37,162
saschahauer,37,162
saschahauer,37,162
richardweinberger,26,162
richardweinberger,26,162
richardweinberger,26,162
AstolfoKawaii,1,162
saschahauer,37,162
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,7902
hkallweit,317,7902
arndb,686,162
None,24699,162
ebiggers,284,162
ebiggers,284,162
minimaxwell,66,7902
torvalds,2374,3772
harini-katakam,12,7902
esben,18,7902
pjvuuren,30,7902
davem330,1159,7902
ynezz,25,7902
ynezz,25,7902
ynezz,25,7902
ynezz,25,7902
nathanchance,125,7902
ssuryaextr,15,7902
None,24699,7902
None,24699,7902
ColinIanKing,589,7902
torvalds,2374,3772
ColinIanKing,589,7902
rleon,111,1036
davem330,1159,7902
None,24699,7902
None,24699,7902
ddalessa,3,1036
None,24699,411
torvalds,2374,3772
bebarino,238,572
bebarino,238,572
bebarino,238,572
bebarino,238,572
bebarino,238,572
bebarino,238,572
bebarino,238,572
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,10749
None,24699,10749
torvalds,2374,3772
None,24699,10749
None,24699,10749
torvalds,2374,3772
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
idryomov,47,196
idryomov,47,196
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
jcmvbkbc,67,78
jcmvbkbc,67,78
davem330,1159,7902
hauke,17,7902
hauke,17,7902
hauke,17,7902
hauke,17,7902
hauke,17,7902
jcmvbkbc,67,78
torvalds,2374,3772
paravmellanox,109,47
paravmellanox,109,47
paravmellanox,109,47
paravmellanox,109,47
paravmellanox,109,47
paravmellanox,109,47
paravmellanox,109,47
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
jtlayton,73,196
arndb,686,196
ukernel,38,196
luis-henrix,13,196
luis-henrix,13,196
None,24699,196
torvalds,2374,3772
ickle,928,1279
ickle,928,1279
ickle,928,1279
ickle,928,1279
ickle,928,1279
ickle,928,1279
davem330,1159,7902
davem330,1159,7902
torvalds,2374,3772
rleon,111,1036
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
dhowells,252,249
dhowells,252,249
jhgorse,1,249
dhowells,252,249
dhowells,252,249
dhowells,252,249
None,24699,249
dhowells,252,249
galpress,39,1036
galpress,39,1036
galpress,39,1036
torvalds,2374,3772
kleinerm,10,9
None,24699,154
torvalds,2374,3772
shhuiw,5,1195
None,24699,1195
None,24699,10749
linusw,372,856
torvalds,2374,3772
torvalds,2374,3772
None,24699,10749
None,24699,10749
